date,price,volume
2022-02-24,116.8799332437339,3610471
2022-02-25,116.551663661833,3877450
2022-02-26,107.86708926518388,1876031
2022-02-27,110.68258568368418,3038435
2022-02-28,114.04796348069097,2270896
2022-03-01,117.42987074609356,4563706
2022-03-02,110.31424542395555,2059622
2022-03-03,111.93723938921548,1228071
2022-03-04,107.48669741810635,1378165
2022-03-05,107.18757250568422,2994849
2022-03-06,117.37883913839957,1708662
2022-03-07,120.24236215320403,3513518
2022-03-08,113.24338827926623,2315573
2022-03-09,118.76068325052714,2012117
2022-03-10,115.68806066284407,1645188
2022-03-11,110.78840515695958,2531191
2022-03-12,115.95234749261772,1415008
2022-03-13,121.96414132153382,2631993
2022-03-14,114.22062297814603,4907107
2022-03-15,122.34595479924297,4351278
2022-03-16,101.54416684515579,3342035
2022-03-17,118.86971790898531,4784146
2022-03-18,115.30989644769929,2509090
2022-03-19,113.49120914229901,4046643
2022-03-20,115.55375085802694,3768362
2022-03-21,105.26290785639827,4026768
2022-03-22,114.20529175872406,2170365
2022-03-23,117.18919594323637,1679418
2022-03-24,122.89015898791747,1700780
2022-03-25,113.00345868312867,2611754
2022-03-26,111.64352051505413,2114593
2022-03-27,113.26543309858532,2226952
2022-03-28,120.4365038874415,2736857
2022-03-29,117.58556406653437,3596289
2022-03-30,113.37235887648322,1656884
2022-03-31,118.66388139730276,3721864
2022-04-01,116.65634695739806,4947208
2022-04-02,121.08462835021803,3790416
2022-04-03,112.79861077123242,3938496
2022-04-04,114.73506733795229,2606872
2022-04-05,114.4743693367372,4539004
2022-04-06,109.17589969063918,4875754
2022-04-07,118.02967542108784,3704999
2022-04-08,117.90698913573506,2103913
2022-04-09,116.67696267054316,3994200
2022-04-10,115.52519182356285,2324070
2022-04-11,109.6650618677945,4170082
2022-04-12,114.67954040498603,4190914
2022-04-13,115.10711747134233,3649585
2022-04-14,112.84430744879931,3524388
2022-04-15,116.081359662072,2658987
2022-04-16,118.93723845778794,2548459
2022-04-17,126.37422286539258,4876274
2022-04-18,117.83961740368812,3837981
2022-04-19,118.27505448417611,2593445
2022-04-20,116.63280061993011,2661793
2022-04-21,107.42607037975228,3382347
2022-04-22,116.89943787920993,3672914
2022-04-23,117.3424404390968,1616036
2022-04-24,129.36400103906828,4271723
2022-04-25,116.08972414223457,4391418
2022-04-26,118.5602608383529,2380346
2022-04-27,116.87723719368724,1793392
2022-04-28,111.20297541773742,1428988
2022-04-29,122.75336858619748,1180553
2022-04-30,120.78915042159878,1560696
2022-05-01,120.97224085710094,3977590
2022-05-02,112.45512889614965,4405296
2022-05-03,123.99843679866169,3416430
2022-05-04,109.95504863898498,4297291
2022-05-05,119.87589413628154,4802429
2022-05-06,127.8686846392325,1699983
2022-05-07,111.93604372407961,4760343
2022-05-08,114.02710514259589,3490706
2022-05-09,117.32429799102854,4348231
2022-05-10,114.27371925625505,2191902
2022-05-11,109.00047648163148,4852948
2022-05-12,117.05697583392744,2059920
2022-05-13,111.36071308290397,3492118
2022-05-14,118.99600070335237,3020836
2022-05-15,111.98449399560918,4737973
2022-05-16,124.28266770007744,3202575
2022-05-17,112.56594843932076,3417349
2022-05-18,114.81900073217004,1464071
2022-05-19,120.44189809846492,3768408
2022-05-20,110.16294113505133,1186833
2022-05-21,117.39549743401356,1717912
2022-05-22,122.7328688442488,1775435
2022-05-23,108.09675699750444,3174606
2022-05-24,116.99246043984296,4403322
2022-05-25,117.30196263305069,2560473
2022-05-26,119.84310028424639,4498472
2022-05-27,109.67889013547311,4006316
2022-05-28,109.18928017067816,2564718
2022-05-29,118.32749418941788,1945439
2022-05-30,117.12727873306267,3134793
2022-05-31,116.81777729734759,2602575
2022-06-01,117.21894371659307,2905350
2022-06-02,112.00644436700881,2417616
2022-06-03,116.48622163926524,4813270
2022-06-04,116.70726520153899,1612121
2022-06-05,111.58570498632257,3415572
2022-06-06,124.40054890335604,3378837
2022-06-07,117.35375612272146,2929465
2022-06-08,108.93973635762377,2524102
2022-06-09,118.08947799508078,4190541
2022-06-10,109.84259847811522,2741134
2022-06-11,118.55961482508343,1664180
2022-06-12,120.32429043940483,3383366
2022-06-13,110.33400542880405,3035848
2022-06-14,119.15943416046508,1928626
2022-06-15,116.31067522700243,3439855
2022-06-16,118.26041789486455,1204615
2022-06-17,123.53660703400823,2525233
2022-06-18,112.72745443271303,4711802
2022-06-19,110.08674452136748,4896022
2022-06-20,109.30821075088811,2803740
2022-06-21,109.57646624238211,3497105
2022-06-22,113.1691712726167,4968222
2022-06-23,115.15907957262847,4068893
2022-06-24,114.73494179771511,1838003
2022-06-25,117.38515100988953,4433382
2022-06-26,113.21162081146599,1281570
2022-06-27,120.31133882160253,4182993
2022-06-28,111.6171728173236,4395049
2022-06-29,126.43787387549396,1066150
2022-06-30,115.86176946373888,4757328
2022-07-01,108.3439344099728,4235341
2022-07-02,107.17148514933278,3434206
2022-07-03,114.83452235857595,2887383
2022-07-04,111.20109741208859,3218978
2022-07-05,115.78475448625677,1559723
2022-07-06,114.47742161691829,2931451
2022-07-07,111.64376234881432,3547500
2022-07-08,107.67085476118471,4355745
2022-07-09,104.22779769828134,1999554
2022-07-10,109.46701448432435,1134055
2022-07-11,115.87953441150201,3587609
2022-07-12,112.56640682995086,1676022
2022-07-13,105.16613892859566,1809942
2022-07-14,112.16017962926927,4879275
2022-07-15,113.12090180040774,1696358
2022-07-16,106.67571542768623,4595790
2022-07-17,111.76501353932609,2142647
2022-07-18,111.18956437820388,2841648
2022-07-19,105.08659890808431,2355267
2022-07-20,112.49416286778218,3938204
2022-07-21,113.41381939548333,3243541
2022-07-22,115.93076741123178,2688472
2022-07-23,115.69112804625237,3366860
2022-07-24,103.44141782611617,4828433
2022-07-25,105.54937445623676,3735264
2022-07-26,112.72354658952347,2011727
2022-07-27,112.62835337370718,1254444
2022-07-28,112.54694499313982,3700713
2022-07-29,129.14892297759297,3958443
2022-07-30,112.65459912503994,3308989
2022-07-31,115.39422357573754,3207169
2022-08-01,114.40406601661931,1123618
2022-08-02,112.81013314625379,1459297
2022-08-03,107.89745263535858,4271069
2022-08-04,113.19081317375783,2020154
2022-08-05,105.4555989614189,3913014
2022-08-06,108.06102274712396,4876620
2022-08-07,106.74536412095824,3649228
2022-08-08,109.5103360197381,1750865
2022-08-09,120.60480054286533,3538911
2022-08-10,99.62752407514655,3979706
2022-08-11,112.3293337436033,4709990
2022-08-12,100.77051655067272,3990893
2022-08-13,106.41241943135456,1540659
2022-08-14,114.1567731447137,4977244
2022-08-15,108.97535842597495,3519997
2022-08-16,103.20920701435797,3803696
2022-08-17,104.96745636144576,3421212
2022-08-18,111.89011549824778,3093373
2022-08-19,104.79058906844489,2646836
2022-08-20,109.47718942461677,2241835
2022-08-21,108.57744320332432,3372280
2022-08-22,105.04851691385609,3916623
2022-08-23,118.9854540434344,3706871
2022-08-24,111.39685644846807,1870123
2022-08-25,98.0654207499002,3942190
2022-08-26,109.08965332401321,4549560
2022-08-27,104.81710362248731,3986249
2022-08-28,112.35929263923119,4775389
2022-08-29,104.108077084569,4326872
2022-08-30,107.47304641086964,2859582
2022-08-31,110.55023338122832,2969510
2022-09-01,112.3351885996729,1250195
2022-09-02,101.98861950125355,2192324
2022-09-03,106.30388275648397,4549760
2022-09-04,105.59057272461563,3129885
2022-09-05,104.69021008261909,2789616
2022-09-06,116.77835392065232,1526338
2022-09-07,109.97290935165456,3207148
2022-09-08,101.64321200200308,1558221
2022-09-09,112.53930587429066,1549239
2022-09-10,118.56589455502711,1556701
2022-09-11,113.12532922834194,2214449
2022-09-12,100.37683241154389,2759555
2022-09-13,105.56599835925124,4047569
2022-09-14,114.33803449065275,1899005
2022-09-15,104.4842805099867,2036580
2022-09-16,110.26372783416397,1433816
2022-09-17,111.9426714197376,4858863
2022-09-18,103.46259984741332,2270464
2022-09-19,107.83026920508588,1785332
2022-09-20,91.95510706681178,2794029
2022-09-21,103.0759677553311,1767950
2022-09-22,106.97445135840304,1166472
2022-09-23,102.04069499405881,1397710
2022-09-24,116.4869266524417,3308912
2022-09-25,101.22236984379744,1122744
2022-09-26,106.22401432861213,2778627
2022-09-27,109.13205828289915,3063499
2022-09-28,115.7418033811364,2550522
2022-09-29,101.41617404291853,4188729
2022-09-30,114.4743202835816,1591652
2022-10-01,108.77565406803282,1911420
2022-10-02,103.8859040364714,1831460
2022-10-03,111.17589437008914,3335658
2022-10-04,109.93557536878299,3850171
2022-10-05,106.01706070659547,3527941
2022-10-06,109.4479892704052,4801894
2022-10-07,107.25620652689534,1910775
2022-10-08,109.83711429689617,2760574
2022-10-09,112.66988599862573,2701165
2022-10-10,117.38196748318903,1912727
2022-10-11,103.35839525567042,3596874
2022-10-12,120.31115951801597,2733693
2022-10-13,99.98699519555814,1558924
2022-10-14,109.09286215772754,4881185
2022-10-15,112.90062836892963,1179352
2022-10-16,111.4741461531502,1810694
2022-10-17,107.06871111955444,3290435
2022-10-18,109.25748359413039,1972346
2022-10-19,107.95182646876074,1915015
2022-10-20,107.59157892126737,2498771
2022-10-21,114.91080427928158,4915612
2022-10-22,112.57506525512383,1998974
2022-10-23,107.45541940887847,1431413
2022-10-24,115.5507136091408,2352564
2022-10-25,112.72470690595067,3424050
2022-10-26,115.39074330745308,1951661
2022-10-27,114.61550798527566,1863561
2022-10-28,107.46600593822835,1302186
2022-10-29,108.95635686973914,4207393
2022-10-30,115.64265194932563,2295160
2022-10-31,115.10957400869103,4262681
2022-11-01,112.10734572650115,3573224
2022-11-02,112.95518846655217,4828464
2022-11-03,118.91611454073137,2026553
2022-11-04,109.7316853517735,2235202
2022-11-05,115.5892674757215,1145271
2022-11-06,112.0095132000588,3215685
2022-11-07,112.101194805326,1968452
2022-11-08,118.85500803436457,4743797
2022-11-09,117.66209648021749,2514542
2022-11-10,117.77879059454277,3163414
2022-11-11,120.41716886419727,3930184
2022-11-12,114.17559851649212,1076898
2022-11-13,117.66338736700484,3552851
2022-11-14,112.88753664314282,4295097
2022-11-15,116.24712015349249,3651888
2022-11-16,114.16512582469618,1288316
2022-11-17,115.49247242440427,3008954
2022-11-18,118.17699146020446,4153385
2022-11-19,111.3058417015952,3574754
2022-11-20,126.0566075508725,2829553
2022-11-21,110.76425921785832,4041341
2022-11-22,109.92498796176172,2039504
2022-11-23,121.98994072266677,3472151
2022-11-24,120.36298550949019,2732767
2022-11-25,119.73234654654615,3105058
2022-11-26,119.96229901658164,4469285
2022-11-27,116.96986853306299,4724044
2022-11-28,112.7570262084805,1793719
2022-11-29,117.83613859592433,4441532
2022-11-30,114.28670390376033,4614702
2022-12-01,122.76504307982738,3944088
2022-12-02,117.3725806732417,1715080
2022-12-03,114.20025145985034,2675843
2022-12-04,116.942079842242,1034701
2022-12-05,120.83629430429241,4229028
2022-12-06,116.17695285606781,3862689
2022-12-07,115.10967667382126,2721610
2022-12-08,120.66563564898648,3180712
2022-12-09,120.89962439728397,3339767
2022-12-10,117.36879137952204,3140794
2022-12-11,117.77810762752135,3614235
2022-12-12,121.52436902663632,1491036
2022-12-13,113.35549789645897,1327304
2022-12-14,113.7913325796688,2852610
2022-12-15,117.47004500324408,3462616
2022-12-16,120.22947878377661,3710241
2022-12-17,123.08648529481285,4433803
2022-12-18,129.14469645139744,2142953
2022-12-19,126.29286662312201,4961352
2022-12-20,121.44216430007891,4978702
2022-12-21,122.38464952840454,4974680
2022-12-22,117.70549223702851,1326916
2022-12-23,122.86446628694269,4597706
2022-12-24,121.75306548955197,1312250
2022-12-25,125.04966128092514,1605409
2022-12-26,119.53995578783633,2074135
2022-12-27,126.51316638917791,3989179
2022-12-28,131.8206819525196,3655182
2022-12-29,123.85391937464992,1856101
2022-12-30,126.64713946624673,2725690
2022-12-31,128.3302383739772,4280772
2023-01-01,123.11437922514918,4257945
2023-01-02,126.48188155330007,2614737
2023-01-03,125.66524188697477,1892964
2023-01-04,126.33139310523742,2961275
2023-01-05,122.21851726275062,1403119
2023-01-06,126.44644036569677,3755532
2023-01-07,129.05392297699257,4973915
2023-01-08,134.05935935482256,2135564
2023-01-09,131.8393221635214,3667088
2023-01-10,138.04777322734023,1125991
2023-01-11,123.68353161764178,1402732
2023-01-12,132.11974623370733,1506079
2023-01-13,128.91214152157985,2950013
2023-01-14,139.1810992994387,3623836
2023-01-15,124.42656110640141,2132658
2023-01-16,124.50467624676027,2985209
2023-01-17,125.94077066327364,1128322
2023-01-18,118.5518699268994,1656951
2023-01-19,126.77530528765061,1011303
2023-01-20,125.84021735238336,2210209
2023-01-21,130.61866977676806,4479591
2023-01-22,131.8052726225081,2298266
2023-01-23,139.70606265433906,2009612
2023-01-24,135.30491959940332,2832684
2023-01-25,127.89470307003455,3196768
2023-01-26,126.51235102317052,4007749
2023-01-27,133.68795882461825,4231959
2023-01-28,124.84982491438981,3366610
2023-01-29,140.82955638545886,2068199
2023-01-30,137.789333022854,1723035
2023-01-31,129.76467732673783,1490042
2023-02-01,123.76181489322474,1458298
2023-02-02,139.31224606587136,2047343
2023-02-03,132.18400270782726,2525416
2023-02-04,139.15797916256975,1105228
2023-02-05,125.20729023576793,1426346
2023-02-06,130.39137742394576,2755692
2023-02-07,133.6215464589154,1884056
2023-02-08,134.03551661365728,2730228
2023-02-09,131.7537416169034,2946793
2023-02-10,137.31990353638065,2569123
2023-02-11,129.06722668064182,2921214
2023-02-12,133.891157457131,4215002
2023-02-13,135.40027182553962,4279269
2023-02-14,137.5647015708531,4199675
2023-02-15,138.7422332939099,2726470
2023-02-16,129.75050114976034,4340420
2023-02-17,127.89055872021179,1048874
2023-02-18,142.1347615989625,2622572
2023-02-19,137.59099075156965,4220281
2023-02-20,132.3677924887916,3689784
2023-02-21,144.04451746307305,4981298
2023-02-22,137.04335843618694,1709662
2023-02-23,142.53536214589047,3669078
2023-02-24,137.14799158558844,2126825
2023-02-25,147.28326316218164,3624159
2023-02-26,145.92292364234473,1678250
2023-02-27,136.06563696165196,1470452
2023-02-28,142.33006469298255,2478301
2023-03-01,140.8583281979175,3139686
2023-03-02,144.63130409133984,3592670
2023-03-03,133.11766001557578,1616529
2023-03-04,141.5240733762829,3509155
2023-03-05,143.53486036352396,3223361
2023-03-06,129.59532157504572,1442061
2023-03-07,132.61634366101356,4334732
2023-03-08,128.47740639794122,3713564
2023-03-09,137.46475652620958,4761675
2023-03-10,142.53499704700528,3261286
2023-03-11,146.5918178752984,4221441
2023-03-12,139.58048607680027,4888351
2023-03-13,147.48028393368,1488972
2023-03-14,132.5610900029371,4075117
2023-03-15,131.06625666116935,2123994
2023-03-16,139.42416665960013,4081328
2023-03-17,141.7381185260391,2176808
2023-03-18,139.76733944505452,3617703
2023-03-19,129.70374716329385,1163038
2023-03-20,139.7026121695306,4087201
2023-03-21,133.73021830430508,1930491
2023-03-22,143.70237009941556,2216959
2023-03-23,142.28551848067957,4963735
2023-03-24,135.84871766590095,2374572
2023-03-25,138.07143278729603,3355874
2023-03-26,135.4344048199153,3229231
2023-03-27,140.50383000243,3299205
2023-03-28,145.6767327570511,1600530
2023-03-29,136.05322467593285,2227165
2023-03-30,143.57995568667357,4648966
2023-03-31,138.483334909365,2077833
2023-04-01,137.2421885469771,3577640
2023-04-02,140.7403594372923,1435423
2023-04-03,136.16528686509633,2192929
2023-04-04,138.6362686744484,1323390
2023-04-05,135.4751736012499,3360731
2023-04-06,151.34527026811324,4375675
2023-04-07,141.7520809977616,4377486
2023-04-08,138.12829572643648,2664221
2023-04-09,142.7450294208876,4303460
2023-04-10,141.1587488476628,4096853
2023-04-11,140.65785988696504,4028163
2023-04-12,144.87292753821458,4873683
2023-04-13,145.6260947830794,2656671
2023-04-14,139.2195982765525,2487331
2023-04-15,139.02365659147287,2950961
2023-04-16,140.55524036165087,1138563
2023-04-17,130.44576348288922,1783066
2023-04-18,134.40141685092664,2554623
2023-04-19,148.83089259250298,1705552
2023-04-20,150.23766984392392,3046475
2023-04-21,140.78113756090414,3423184
2023-04-22,144.91978188969262,1597897
2023-04-23,143.60113720275373,4941237
2023-04-24,157.44440790325942,1772800
2023-04-25,147.65024278349458,2302549
2023-04-26,141.4124112457464,4428825
2023-04-27,137.27121507775107,3042999
2023-04-28,134.0109121532245,4522554
2023-04-29,143.05201889891572,4659985
2023-04-30,138.24185733788977,2902897
2023-05-01,134.8986299154792,4824909
2023-05-02,138.7607229499651,4576511
2023-05-03,136.56696299560198,2163950
2023-05-04,150.38897955715868,1549148
2023-05-05,146.33751800801474,3773707
2023-05-06,141.86301082816684,3698915
2023-05-07,149.27368474812087,1484090
2023-05-08,142.229459788072,1873698
2023-05-09,137.50244531017043,3773939
2023-05-10,149.3883590494703,2935740
2023-05-11,144.42881662161554,4434955
2023-05-12,136.50725057648253,1742406
2023-05-13,140.69872260577674,1843804
2023-05-14,137.22701225636933,3745226
2023-05-15,134.64357911814776,1961568
2023-05-16,146.13876098408383,2580677
2023-05-17,151.00310829460503,4177326
2023-05-18,134.40923122689978,2554510
2023-05-19,144.16088785295523,2830815
2023-05-20,138.034766994514,4763122
2023-05-21,138.79229432087476,3386378
2023-05-22,138.20393447218467,3912825
2023-05-23,136.7820133598702,1227286
2023-05-24,141.27875810161885,3534937
2023-05-25,136.81374170844703,4157473
2023-05-26,142.2513188060927,1812461
2023-05-27,140.57662759265054,4289825
2023-05-28,139.56014398484396,1232732
2023-05-29,136.14245665568527,2718224
2023-05-30,137.72017627586686,3710626
2023-05-31,144.30315727056848,1924044
2023-06-01,142.95140904839707,3981352
2023-06-02,135.47816657685397,3310182
2023-06-03,140.78026615231158,3821390
2023-06-04,143.95678904528486,4711862
2023-06-05,131.76770807007375,4115804
2023-06-06,142.7450944002901,2386652
2023-06-07,136.62745758612465,3245706
2023-06-08,142.70462308948564,1285555
2023-06-09,135.94520456147504,1444191
2023-06-10,130.64582483077578,2502337
2023-06-11,131.44017002450633,2554094
2023-06-12,139.72491353795152,4486669
2023-06-13,140.6887157449653,3411603
2023-06-14,134.77319080843716,1920597
2023-06-15,142.39151189664943,3043338
2023-06-16,130.79387890268134,4429914
2023-06-17,138.67321299716497,4722946
2023-06-18,132.8499163924958,3870096
2023-06-19,135.54650455922564,2486205
2023-06-20,138.94271835656875,3865899
2023-06-21,134.30310035142466,1224695
2023-06-22,136.58128416955105,3981467
2023-06-23,143.43392360618756,4441628
2023-06-24,135.41595140772478,2101844
2023-06-25,142.37642673861504,2481006
2023-06-26,132.44664237518518,4358671
2023-06-27,140.64111397747774,4928932
2023-06-28,145.09660960923893,4567546
2023-06-29,125.42702548356725,3805843
2023-06-30,133.69711238392978,1573189
2023-07-01,140.4632003535427,2410706
2023-07-02,136.45882543014667,4340216
2023-07-03,139.2260071748023,4833284
2023-07-04,134.2466413415071,3487682
2023-07-05,137.59592089481865,2840634
2023-07-06,136.28115683952623,1662784
2023-07-07,142.7952418724831,2847865
2023-07-08,138.12549286442962,3338683
2023-07-09,138.4387785456666,4392421
2023-07-10,134.58912736832264,2986062
2023-07-11,134.1086491810923,4091617
2023-07-12,134.2825292412147,1919484
2023-07-13,138.3167430446822,1703650
2023-07-14,134.13929469688296,4696447
2023-07-15,137.59344894132713,2286936
2023-07-16,146.4226089804998,1344855
2023-07-17,140.30298139641994,2555979
2023-07-18,134.21976524426873,2074961
2023-07-19,141.7592990184998,1431374
2023-07-20,133.61706962064878,4561963
2023-07-21,125.37196030354812,3377935
2023-07-22,130.42825590104516,2134106
2023-07-23,126.02184858849954,2803847
2023-07-24,133.52642575054162,1283707
2023-07-25,135.28538194403615,3474968
2023-07-26,143.4859327177394,2971856
2023-07-27,136.65004535065827,2478236
2023-07-28,133.8328210083234,1986420
2023-07-29,138.98956582946303,2450503
2023-07-30,123.70242061991499,2778254
2023-07-31,135.85311963708264,3442266
2023-08-01,138.44775799453356,1243373
2023-08-02,127.1203661019926,1347697
2023-08-03,140.15345717041643,2210355
2023-08-04,136.05012667057534,2218758
2023-08-05,132.2057740691626,2046914
2023-08-06,137.37234609443186,4862876
2023-08-07,145.48982059915846,2655743
2023-08-08,134.97534534993267,1956331
2023-08-09,135.23855426969308,2286836
2023-08-10,131.63390435511732,4020311
2023-08-11,129.6166049823655,4977019
2023-08-12,137.95452400988455,4068281
2023-08-13,129.46138310946276,2887106
2023-08-14,134.04056846887588,4816339
2023-08-15,131.23740075455785,3743853
2023-08-16,135.96559081553357,1786958
2023-08-17,135.1860956254328,1330904
2023-08-18,138.65470404629977,2096413
2023-08-19,130.86830283894807,1518349
2023-08-20,132.0225867733567,3881990
2023-08-21,128.43394976955395,1797968
2023-08-22,131.06437273972216,4698557
2023-08-23,135.13270882826208,1079083
2023-08-24,136.9938455563907,3017107
2023-08-25,128.56313221352153,3655971
2023-08-26,137.48943580991855,4416584
2023-08-27,139.8894639442917,2414821
2023-08-28,135.1507680059359,4997615
2023-08-29,142.44237039551015,2647608
2023-08-30,129.1667500515358,3874299
2023-08-31,126.79226123946175,4145534
2023-09-01,124.10433258535525,1654037
2023-09-02,140.4631404355602,4937269
2023-09-03,136.2423430236054,4135988
2023-09-04,132.68282213182533,2884276
2023-09-05,134.35347752576405,2804673
2023-09-06,127.32175872129467,3938199
2023-09-07,145.17623577139926,3703943
2023-09-08,133.59457694373594,4400074
2023-09-09,133.4991834963826,1609996
2023-09-10,136.58754373010177,1715472
2023-09-11,135.37303890222756,4772487
2023-09-12,134.09949366514817,4141396
2023-09-13,129.0425975240125,1778513
2023-09-14,135.3700392551177,4303389
2023-09-15,142.44339414284624,4831103
2023-09-16,139.78380687143496,1160081
2023-09-17,141.04894895948175,2918317
2023-09-18,130.55613339744204,1388590
2023-09-19,128.1962821037997,2765982
2023-09-20,132.55037534552557,1893093
2023-09-21,133.49585754263063,3778655
2023-09-22,138.7290420143082,4151882
2023-09-23,124.8395493609873,3774316
2023-09-24,140.9963562099722,1959192
2023-09-25,132.60824773226943,4210016
2023-09-26,131.31652061449796,3148347
2023-09-27,128.4460036923994,3379877
2023-09-28,125.29080653827316,3543016
2023-09-29,137.74247484886845,3389383
2023-09-30,134.05771359532284,3802442
2023-10-01,127.30879210374115,1164053
2023-10-02,127.35364692902407,1593586
2023-10-03,132.2235322718134,2881175
2023-10-04,142.32394773112853,2779240
2023-10-05,132.76023472494603,4582352
2023-10-06,126.62479193547836,2088075
2023-10-07,132.99706636306226,2436536
2023-10-08,132.95039362174157,3542637
2023-10-09,120.92075701079521,4839647
2023-10-10,134.22783690320105,4390926
2023-10-11,133.44169426327898,4613263
2023-10-12,138.17738062615547,4913013
2023-10-13,144.04402804532398,2669211
2023-10-14,140.53787817238938,2359507
2023-10-15,133.6693106525975,2346208
2023-10-16,129.59270934978323,1336585
2023-10-17,148.10659362914012,2778599
2023-10-18,135.65319980446793,1022431
2023-10-19,135.54690993939175,4469553
2023-10-20,135.4796213907542,2243131
2023-10-21,136.7164653146353,1647008
2023-10-22,135.13282847530465,1573441
2023-10-23,133.11768603561362,1268512
2023-10-24,133.38582475619216,3995944
2023-10-25,136.093214887853,1176076
2023-10-26,133.67943725716327,3049949
2023-10-27,132.97460907626424,2268300
2023-10-28,137.2159411120309,2947763
2023-10-29,135.55650828680817,2629849
2023-10-30,144.50159265477694,2885077
2023-10-31,123.8796166855004,4460198
2023-11-01,142.74741764643028,4778753
2023-11-02,143.67828085200637,4882149
2023-11-03,127.24140251428608,1678758
2023-11-04,136.05791446665802,3850905
2023-11-05,136.07961878872396,1050861
2023-11-06,131.06717846015886,4483769
2023-11-07,134.38598093079148,4358705
2023-11-08,132.89489596574725,1651406
2023-11-09,147.384190685049,1721001
2023-11-10,143.47861452124224,3106230
2023-11-11,145.33767060337027,2991083
2023-11-12,142.77018349944228,1324912
2023-11-13,133.70071417432865,2623911
2023-11-14,136.90970901282188,3955210
2023-11-15,142.16767293906685,1844092
2023-11-16,133.80076772478213,2808322
2023-11-17,143.66908614774442,4064442
2023-11-18,139.0971979505596,2443717
2023-11-19,138.62145808313855,1215048
2023-11-20,144.24906729862712,3857733
2023-11-21,143.11621884625987,2690696
2023-11-22,139.29259654944056,1916838
2023-11-23,147.09845194587712,3746590
2023-11-24,136.10267195488046,2205663
2023-11-25,144.7956215193719,1033320
2023-11-26,144.89113248315246,1327025
2023-11-27,140.58926259783755,3712267
2023-11-28,143.980671973762,4659015
2023-11-29,136.309051602094,1364359
2023-11-30,147.4009243655471,1943793
2023-12-01,142.07396168482228,2308507
2023-12-02,140.6040093723509,1943187
2023-12-03,148.68324698428071,3503997
2023-12-04,140.13843789342974,4993710
2023-12-05,136.84113889514379,2597690
2023-12-06,136.3248761125631,1100734
2023-12-07,147.36388956258406,1157702
2023-12-08,138.15870537273847,3851274
2023-12-09,153.56298280450613,2225811
2023-12-10,134.60862462989851,2147087
2023-12-11,153.7308655593832,4081091
2023-12-12,146.53498732229235,4419525
2023-12-13,145.22860656246235,4829049
2023-12-14,143.22075605393007,3703381
2023-12-15,148.17506975038788,1729497
2023-12-16,146.22606252047657,2868670
2023-12-17,152.16635205837486,1098818
2023-12-18,147.45729764165768,4071102
2023-12-19,147.87464525171586,1152360
2023-12-20,145.54266269084272,4923643
2023-12-21,147.31414298637145,1619369
2023-12-22,149.3765369657646,1561165
2023-12-23,139.52580230387622,3470858
2023-12-24,141.57524176185453,1932817
2023-12-25,152.27237161556272,4357685
2023-12-26,149.65056737919517,3169867
2023-12-27,148.11676833098446,1141398
2023-12-28,149.36950421839757,4780107
2023-12-29,151.25604621054805,2567628
2023-12-30,147.06024483178714,4278360
2023-12-31,146.10847637298843,3962732
